مرحبًا.	Hi.
كان ذلك كثيرا	Was that too much?
انظر كيف أقوم بذلك	Watch how I do it.
نحن لا نعلم من هي.	We don't know her.
إننا لا نعرفها.	We don't know her.
نحن لا نعرفها	We don't know her.
إننا لا نعرفه.	We don't know him.
نحن لا نعرف عنه شيئاً.	We don't know him.
نحن لا نعرفه.	We don't know him.
نحن لا نعرفه	We don't know him.
لدينا كلبٌ كبير.	We have a big dog.
لدينا مشكلة.	We have a problem.
لدينا أخبار جيدة.	We have good news.
نحتاج إلى مساعدتك.	We need your help.
نحن ذاهبون إلى بوسطن.	We went to Boston.
كنّا كلّنا متعبون.	We were all tired.
سنحمي توم.	We'll protect Tom.
نحن ضد الحرب.	We're against war.
نحن في حداد.	We're in mourning.
نحن أصدقاء قدامى.	We're old friends.
هل كنت نائما؟	Were you sleeping?
هاذا عساني أن أفعل الآن؟	What can I do now?
ماذا صنع توم؟	What did Tom make?
ماذا احتاج توم؟	What did Tom need?
ماذا صنعت؟	What did you make?
ماذا يريدون؟	What do they want?
ماذا ترون؟	What do you think?
ما رأيكم؟	What do you think?
ما رأيك؟	What do you think?
ماذا يريد؟	What does he want?
ماذا إذا كنت على حق؟	What if I'm right?
ما الذي يحدث؟	What is happening?
ماذا للعشاء؟	What's for dinner?
ما الأمر؟	What's the matter?
ما السر؟	What's the secret?
متى تكون مشغولاً؟	When are you busy?
متىَ أتيتَ؟	When did you come?
متىَ أتيتِ؟	When did you come?
متى نصل؟	When do we arrive?
متى تدرس؟	When do you study?
متى الحفلة؟	When is the party?
متى ولدت؟	When was she born?
أين هي مفاتيحي؟	Where are my keys?
أين تسكن؟	Where do you live?
أين تعمل؟	Where do you work?
أين تذهب للعمل؟	Where do you work?
أين مكان عملك؟	Where do you work?
أين ساعتي؟	Where is my watch?
أين المصرف؟	Where is the bank?
أين الكتاب؟	Where is the book?
أين الألم؟	Where is the pain?
أين تحس بالوجع؟	Where is the pain?
أين وُلد؟	Where was he born?
أين سأعيش؟	Where will I live?
أين سنأكل؟	Where will we eat?
أين أبي؟	Where's my father?
أين تذكرتي؟	Where's my ticket?
أين المال؟	Where's the money?
أي سيارة هي سيارتنا؟	Which car is ours?
أيها حقيبتك؟	Which is your bag?
أيٌّ قلمك؟	Which is your pen?
مَن أكل الخبز؟	Who ate the bread?
لمن تلك السيارة؟	Whose car is that?
لمن هذه السيارة؟	Whose car is this?
لمن هذا القلم؟	Whose pen is this?
قلم مَن هذا؟	Whose pen is this?
لم نختبئ؟	Why are we hiding?
لم أنت وحدك؟	Why are you alone?
لما أنت ذاهب؟	Why are you going?
لم حدث ذلك؟	Why did it happen?
لماذا الثلج أبيض؟	Why is snow white?
لماذا هذا خطأ؟	Why is that wrong?
لماذا تأخرت؟	Why were you late?
هلا تزوّجتني؟	Will you marry me?
نعم، ذلك صحيح.	Yes. That's right.
أنتِ جميلة	You are beautiful.
أنت مضحك.	You are hilarious.
أنت تقف في طريقي.	You are in my way.
أنت صديقي.	You are my friend.
أنتِ أُمّي.	You are my mother.
من الأفضل لك أن تذهب.	You had better go.
من الأفضل لك الذهاب.	You had better go.
ليس لديك أي حُمّى.	You have no fever.
تبدو مألوفاً.	You look familiar.
أنت تجعلني سعيداً.	You make me happy.
أنت تجعلني سعيدا/أنت تسعدني	You make me happy.
عليك أن تساعدها.	You must help her.
إنّك مدين لي بقبلة.	You owe me a kiss.
إنّكِ مدينة لي بقبلة.	You owe me a kiss.
إنك تتكلم كثيراً.	You talk too much.
أنت كثير الكلام.	You talk too much.
أنت تفهمني.	You understand me.
أنت تفهمني	You understand me.
إنك تجهد نفسك بالعمل.	You work too hard.
أنت تجهد نفسك في عملك.	You work too hard.
أنت ولد مُطيع.	You're a good boy.
إنك ولد مهذّب.	You're a good boy.
كلاكما على صواب	You're both right.
أنت مقرف!	You're disgusting!
أنت تسخر مني.	You're mocking me.
خربشني قط.	A cat scratched me.
الطفل يحتاج الى الحنان.	A child needs love.
أجبني علی سؤالي.	Answer my question.
أي طفل يعرف ذلك.	Any child knows it.
أي شخص يمكنه فعل ذلك.	Anyone can do that.
هل أنت ملحد؟	Are you an atheist?
هل أنت سعيد هنا؟	Are you happy here?
هل أنت مستعجل؟	Are you in a hurry?
هل أنت مسجَّلٌ؟	Are you registered?
ألست عطشاناً؟	Aren't you thirsty?
ألست عطِشاً؟	Aren't you thirsty?
الموز أصفر.	Bananas are yellow.
أيمكنك أن تُرِيَني ذلك؟	Can I see this one?
هل يمكنني التحدث إلى توم؟	Can I speak to Tom?
هل بإمكاني التحدث إلى توم؟	Can I speak to Tom?
أيمكنني أن أستخدم قلمك؟	Can I use your pen?
هل يمكنك أن تلومهم؟	Can you blame them?
الأطفال يموتون.	Children are dying.
الأطفال يحبّون الكلاب.	Children love dogs.
تعال معي.	Come along with me.
تَحَكَموا بأنفُسَكُم.	Control yourselves.
هل لديك شك.	Do you have doubts?
هل تحب الفرنسية؟	Do you like French?
هل تحب التفاح؟	Do you like apples?
هل تحب أكل التفاح؟	Do you like apples?
هل تحب كره القدم؟	Do you like soccer?
هل تحب كرة المضرب؟	Do you like tennis?
هل تحب لعب التنس؟	Do you like tennis?
هل تحب الجري؟	Do you like to run?
هل تلعب كرة القدم؟	Do you play soccer?
هل تلعب الكرة؟	Do you play soccer?
هل تعرف كيف تلعب كرة القدم؟	Do you play soccer?
أتلعب التنس؟	Do you play tennis?
هل تذكرني؟	Do you remember me?
أما زلت تذكرني؟	Do you remember me?
هل تتذكرنا؟	Do you remember us?
لا تكن ولداً سيئاً.	Don't be a bad boy.
لا تُطعم الكلب.	Don't feed the dog.
لا تنس هذه.	Don't forget these.
لا تهربي	Don't get run over.
لا تغضب كثيرًا.	Don't get so angry.
لا تخاطر.	Don't take chances.
ما يأتي سهلا يذهب سهلا.	Easy come, easy go.
الكل يكبر.	Everybody gets old.
الجميع يحبها.	Everyone likes her.
الكل يحبونها.	Everyone likes her.
الكل كان سعيداً.	Everyone was happy.
كل شيء على ما يرام.	Everything is fine.
الأهم فالمهم.	First things first.
انس أنّني قلت ذلك.	Forget I said that.
اجلب بعض الماء لتوم.	Get Tom some water.
إرجع!	Get back, get back!
أعط هذا الكتاب لتوم	Give Tom this book.
هل تقابلنا من قبل؟	Have we met before?
هل أصبت بعيار ناري؟	Have you been shot?
هل أصبت بالرصاص؟	Have you been shot?
هل أصبت بطلق ناري؟	Have you been shot?
هل جننت؟	Have you gone nuts?
صرخ طالباً النجدة.	He called for help.
بإمكانه قيادة السيارة.	He can drive a car.
أغلقَ الباب.	He closed the door.
إنه يحسن الكلام.	He does speak well.
إنه لا يحبنا.	He doesn't like us.
وصل أخيرا.	He finally arrived.
لديه سيارته الخاصة.	He has his own car.
لم يأتِ بعد.	He hasn't come yet.
هو رجل حكمة.	He is a man of wit.
إنه يتيم حرب.	He is a war orphan.
هو ليس يابانياً.	He is not Japanese.
إنه ليس مدخنا.	He is not a smoker.
ركل الكرة.	He kicked the ball.
قتل ذلك الرجل.	He killed that man.
لقد قام بقتل ذاك الرجل.	He killed that man.
إنهُ يبدو بحالة جيداً جداً.	He looks very good.
إنه يحب السفر.	He loves traveling.
رفع يده.	He raised his hand.
إنهُ اظهرها علي.	He showed it to me.
إنهُ بينها لي.	He showed it to me.
إنهُ يريد الإنتقام.	He wants vengeance.
إنهُ لم يكن مدعو.	He was not invited.
إنه يعمل في المصرف.	He works at a bank.
إنه شخص جيد.	He's a good person.
إنه شخص جيد	He's a good person.
ها قد وصلت الحافلة!	Here comes the bus!
ها قد أتى الباص!	Here comes the bus!
ها قد أتت الحافلة.	Here comes the bus.
ها قد وصل الباص.	Here comes the bus.
ها هي دراجتي.	Here is my bicycle.
ها هو العنوان.	Here's the address.
هاهي قوتك.	Here's your coffee.
كيف بإمكاني مساعدتك؟	How can I help you?
كيف يمكنني أن أساعدك؟	How can I help you?
كيف تفعل ذلك؟	How do you do that?
كيف حال الطقس؟	How is the weather?
كيف حال أخيك؟	How's your brother?
أنا طفل وحيد أبي و أمي.	I am an only child.
اشتريتُ سيارةً جديدةً.	I bought a new car.
اِشتريت ربطة عنق حمراء.	I bought a red tie.
حرقت اصبعي.	I burned my finger.
يمكن أن أخرج توم من المأزق.	I can help Tom out.
لا أصدق!	I can't believe it!
لا أستطيع أن أُصدق هذا!	I can't believe it!
لا أستطيع عزفَ البيانو.	I can't play piano.
أنا من البرازيل	I come from Brazil.
لا يمكنني أن أصدق!	I don't believe it!
لا يمكنني تصديق ذلك!	I don't believe it!
أنا لا ألومهم.	I don't blame them.
ليس لدي نقود	I don't have money.
لا أفهم.	I don't understand.
أنا لا أفهم.	I don't understand.
أنا لا أفهم	I don't understand.
شربت القهوة.	I drank the coffee.
أتوقع مساعدتك.	I expect your help.
أتوقع منك أن تساعدني.	I expect your help.
أعدك بذلك	I give you my word.
لدي الكثير لأفعله.	I have a lot to do.
لدي جلد دهني.	I have greasy skin.
لدي العديد من الصور.	I have many photos.
ليس لدي أشقاء.	I have no siblings.
لديّ أخ واحد.	I have one brother.
لي أخ وحيد.	I have one brother.
لدي ابنا عم.	I have two cousins.
عندي ابنا خالة.	I have two cousins.
وصلت منذ لحظات.	I just arrived now.
وصلت للتوّ.	I just arrived now.
أعرف أن توم أصلع.	I know Tom is bald.
أنا أعرف عنوانها.	I know her address.
لا أعرف شيئاً بعد.	I know nothing yet.
أعرف أولئك الفتيات.	I know those girls.
أنا أعرف هؤلاء الفتيات	I know those girls.
أنا أعلم ما أحب	I know what I like.
أنا أعلم ما أريد	I know what I want.
أعرف أباك.	I know your father.
أنا أعرف أباك	I know your father.
أنا أعرف أمك	I know your mother.
أحب ضوء الشموع.	I like candlelight.
نظرت حولي.	I looked around me.
تفقدت ما حولي.	I looked around me.
احب أن اكون لوحدي	I love being alone.
أحب القصص المصورة.	I love comic books.
قابلت امرأة عجوز.	I met an old woman.
صادفت سيدة كبيرة السن.	I met an old woman.
أريد واحدا آخر.	I need another one.
أحتاج نصيحتك.	I need your advice.
أنا حقا احب القطط.	I really love cats.
أنا أحبّ الكلاب حقّا.	I really love dogs.
في البداية رفضت.	I refused at first.
رأيت الرجل يقفز.	I saw the man jump.
صفعته على وجهه.	I slapped his face.
صفعت وجهه.	I slapped his face.
أسبح مرةً في الأسبوع.	I swim once a week.
أظن أنه سعيد.	I think he's happy.
قلت له أن يأتي.	I told him to come.
عملت بنصيحتك.	I took your advice.
لقد لويت كاحلي.	I twisted my ankle.
أريد هذه الكاميرا.	I want this camera.
أريدُ أن أكونَ وحيداً!	I want to be alone!
أريد أن أجرب ذلك.	I want to try this.
أردت الحذاء الأحمر.	I wanted red shoes.
أريد حذاءً أحمراً.	I wanted red shoes.
كنت في الحفلة.	I was at the party.
أن ولدت في عام 1972.	I was born in 1972.
كنت أتوقعه!	I was expecting it!
سأقرأ كتاباً.	I will read a book.
أنا أعمل في مخبز.	I work at a bakery.
كتبتها لأجلها.	I wrote it for her.
سأرافقك.	I'll accompany you.
سأتّصل بالشّرطة.	I'll call the cops.
طعام العشاء سأشتريه أنا.	I'll pay for lunch.
أراك لاحقاً.	I'll see you later.
سأستحِمّ.	I'll take a shower.
سآخذ هذا.	I'll take this one.
سأوصلك إلى البيت	I'll take you home.
سأفكّر في الأمر.	I'll think it over.
سأنتظر أعلى الدرج.	I'll wait upstairs.
إنني متعب قليلاً.	I'm a little tired.
إني متعب بعض الشيء.	I'm a little tired.
أنا امرأة قوية.	I'm a strong woman.
إنني على وشك أن أغادر.	I'm about to leave.
أنا اخشى الخفافيش	I'm afraid of bats.
أنا أشرب الماء	I'm drinking water.
أنا من أُستراليا.	I'm from Australia.
بدأت أحس بالجوع.	I'm getting hungry.
أنا ذاهب لأدرس.	I'm going to study.
انا مندهش , توم	I'm impressed, Tom.
انا فقط سائح.	I'm just a tourist.
تأخّرتُ عن الحِصّة.	I'm late for class.
لن أعود.	I'm not going back.
أنا لست مستعجلاً.	I'm not in a hurry.
أنا لست عبدك.	I'm not your slave.
أنا في طريقي إلی المنزل	I'm on my way home.
أحاول المساعدة فحسب.	I'm trying to help.
لقد قطعت اصبعي.	I've cut my finger.
لم أحصل على خيار.	I've got no choice.
أمضيت يوما سيّئا.	I've had a bad day.
لم أسمع شيئاً.	I've heard nothing.
لقد تعلّمت الكثير.	I've learned a lot.
لم أقابله من قبل.	I've never met him.
لم يسبق لي أن قابلته.	I've never met him.
أصِرَّ على الأفضل.	Insist on the best.
هل هي أختك؟	Is she your sister?
هل هنالك أي شك؟	Is there any doubt?
هل هذا الكتاب لك؟	Is this book yours?
أهذا كتابك؟	Is this book yours?
هل ذاك الكتاب لك؟	Is this book yours?
أليست طبيبة؟	Isn't she a doctor?
لا يمكن أن يدوم طويلا.	It can't last long.
لقد قاربت الساعة على الثالثة.	It is almost three.
إنها تمطر بشدة.	It is raining hard.
كان ذلك خطأهم.	It was their fault.
كان يستحق المحاولة.	It was worth a try.
سينتهي هذا قريبًا.	It'll be over soon.
إنها قصةٌ مضحكة.	It's a funny story.
العالم قرية صغيرة.	It's a small world.
ستمطر.	It's going to rain.
تحسنت.	It's gotten better.
تحسن الوضع.	It's gotten better.
هذا مالي أيضا.	It's my money, too.
ليس مهماً.	It's not important.
ليس هذا مهماً.	It's not important.
ليس بتلك الصعوبة.	It's not that hard.
إنها مجرد نظرية.	It's only a theory.
إنها تمطر مجدداً!	It's raining again!
إنها غالية جداً!	It's too expensive.
الحرارة مرتفعة جدا هنا	It's very hot here.
العلم قوة.	Knowledge is power.
المعرفة قوة.	Knowledge is power.
اترك سيارتي و شأنها.	Leave my car alone.
دعِ الأمر لي.	Let me handle this.
دعنا نصنع تجارة.	Let's make a trade.
دعينا نصنع تجارة.	Let's make a trade.
دعونا نصنع تجارة.	Let's make a trade.
هيا نصنع تجارة.	Let's make a trade.
دعنا لا نشاهد التلفاز.	Let's not watch TV.
لننتظر قليلا.	Let's wait a while.
الحياة قصيرة جداً.	Life is very short.
انظر إلى سيارتي الجديدة	Look at my new car.
أنظر إلى هذا المنزل.	Look at that house.
أيمكنني أن أركض معك؟	May I run with you?
هل لي أن آخذ صورة؟	May I take a photo?
أيمكنني أخذ صورة؟	May I take a photo?
ربما أنت محق.	Maybe you're right.
لربما كنت محقاً.	Maybe you're right.
الأخطاء قد أرتكبت.	Mistakes were made.
ما زال ذراعي يؤلمني.	My arm still hurts.
لدي ميزانيّة ضئيلة.	My budget is tight.
كان مصيري محسوما.	My fate was sealed.
ما زالت قدماي تؤلمانني.	My legs still hurt.
ما زالت قدمَيّ تؤلمانني.	My legs still hurt.
قدمي ما زالت تؤلمني.	My legs still hurt.
أمي غاضبة.	My mother is angry.
والدتي غاضبة.	My mother is angry.
أمي مجنونه.	My mother is crazy.
ساقي اليمني تؤلمني.	My right leg hurts.
لا يستطيع أحدٌ مساعدتي.	No one can help me.
لم يكن هناك أحد.	No one was present.
لم يصب أحد بأذى.	Nobody was injured.
ليس هناك ما ينقص.	Nothing is missing.
ابتعد عن طريقي يا فتى.	Out of my way, boy.
يحترق الورق بسهوله.	Paper burns easily.
إسحب الآخر	Pull the other one.
تتكاثر الفئران بسرعة.	Rats breed rapidly.
تذكر العام الماضي.	Remember last year.
أُنْشِئَتْ مدارس.	Schools were built.
كادت تغرق	She almost drowned.
أصبحت ممرضة.	She became a nurse.
أتت لتراني.	She came to see me.
أتت لزيارتي.	She came to see me.
لديها نظارة شمسية.	She has sunglasses.
عندها نظارة شمسية.	She has sunglasses.
إنها من فرنسا.	She is from France.
إنّها فاقدة الوعي.	She is unconscious.
إنها ماهرة جداً.	She is very clever.
إنها في غاية المهارة.	She is very clever.
إنها جميلة جداً.	She is very pretty.
استمعت لي.	She listened to me.
فقدت حقيبتها.	She lost her purse.
إنها تحب الأطفال.	She loves children.
جلست بجانبي.	She sat next to me.
هي ولدت محظوظة.	She was born lucky.
إنها في اجتماع الآن.	She's at a meeting.
إنها زميلتي.	She's my classmate.
إنها ليست طبيبة.	She's not a doctor.
تتحرك الحلزونات ببطء.	Snails move slowly.
بعض الماء، من فضلك	Some water, please.
شخص ما يأكل.	Somebody is eating.
بطريقة ما أنا أشك في ذلك.	Somehow I doubt it.
ارجع إلى الوراء من فضلك.	Stand back, please.
تنحّى جانبا إذا سمحت.	Stand back, please.
ابق مكانك.	Stay where you are.
توقف عن تبذير الماء	Stop wasting water.
خذها إلى غرفة العمليات	Take her to the OR.
خذ ما تحتاجهُ.	Take what you need.
خذ ما تريد	Take what you want.
أوصل سلامي لتوم.	Tell Tom hi for me.
ذلك الكتاب صغير	That book is small.
ذلك مثير للإهتمام.	That is intriguing.
هذه مدرستنا.	That is our school.
هذه ليست زوجتي.	That isn't my wife.
هذا اصبعي.	That was my finger.
كان ذلك منذ عدة سنين.	That was years ago.
حصل ذلك منذ سنوات عدة.	That was years ago.
هذه فكرة جيدة!	That's a good idea!
تلك فكرة جيدة.	That's a good idea.
هذه خطة جيدة.	That's a good plan.
قول هذا سهل.	That's easy to say.
من الصعب التأكد.	That's hard to say.
هذه ليست زوجتي.	That's not my wife.
كان المكان هادئاً.	The area was quiet.
الولد عطشان.	The boy is thirsty.
تعطلت السيارة.	The car broke down.
يريد الكلب لحما.	The dog wants meat.
الباب مغلق.	The door is closed.
الباب مغلق.	The door is locked.
الأرض كروية.	The earth is round.
انطفأ اللهب.	The flame went out.
الفتاة تشعر بالوحدة.	The girl is lonely.
انطفأت الأضواء.	The lights are out.
اللحم مجمد.	The meat is frozen.
أنقلبَ السحرُ على الساحرِ.	The plan backfired.
انقطعت الكهرباء.	The power went out.
كانت الإشارة حمراء.	The signal was red.
سقطت الشجرة.	The tree fell down.
الماء نقي.	The water is clean.
كان الماء ازرقا	The water was blue.
كان الماء باردا	The water was cold.
كان الماء دافئا	The water was warm.
الأمواج عالية.	The waves are high.
ليس هناك أي خطأ.	There's no mistake.
هذه كتبي.	These are my books.
هذه الكلاب كبيرة.	These dogs are big.
هم أعطوها لي	They gave it to me.
قد يسمعانا.	They might hear us.
قد يسمعونا.	They might hear us.
لقد هوجموا.	They were attacked.
هذا كتابك.	This book is yours.
هذا الكتاب لك.	This book is yours.
كان ذاك الكتاب سهلاً.	This book was easy.
هذا الكرسي قبيح.	This chair is ugly.
هذا الكلب يركض بسرعة.	This dog runs fast.
هذا بيتي.	This house is mine.
هذا البيت بيتي.	This house is mine.
ذلك كلب ماري.	This is Mary's dog.
هذا كل ما لدي	This is all I have.
هذا أخي	This is my brother.
هذه السيارة ليست ملكي	This is not my car.
هذا شنيع	This is outrageous.
هذه قصة حقيقية.	This story is true.
ذلك بنطالي.	Those are my pants.
تلك الكلاب ضخمة.	Those dogs are big.
اليوم هو الأربعاء	Today is Wednesday.
كاد توم يغرق	Tom almost drowned.
سأل توم عن هذا.	Tom asked for that.
توم أتى مع ماري	Tom came with Mary.
مات توم أمس.	Tom died yesterday.
كان توم قريبا.	Tom has been close.
يكره توم التسوق.	Tom hates shopping.
توم طباخ جيد.	Tom is a good cook.
توم إرهابي.	Tom is a terrorist.
توم هو من بوستون.	Tom is from Boston.
توم هو أخوه	Tom is his brother.
توم يعلم أنني في البيت	Tom knows I'm home.
مظهر توم فظيع.	Tom looks horrible.
توم لا يستسلم أبدا.	Tom never gives up.
يأكل توم اللحم فقط.	Tom only eats meat.
أعاد توم المال لماري.	Tom paid Mary back.
يركض توم بسرعة كبيرة.	Tom runs very fast.
باع توم منزله.	Tom sold his house.
كان توم هنا أيضاً.	Tom was also there.
توم يعمل عن بعد.	Tom works remotely.
أطفئ الضوء.	Turn off the light.
إنتظر دقيقة, توم!	Wait a minute, Tom!
إنتظر دقيقة, يا توم!	Wait a minute, Tom!
انتظر لحظة.	Wait just a moment.
هل كانت قصتها حقيقية؟	Was her story true?
الماء مهم	Water is important.
نحن لا نعرفها	We do not know her.
نحن لا نعرفه	We do not know him.
وجدناها على قيد الحياة.	We found her alive.
نزرع القمح هنا.	We grow wheat here.
نحن ساعدنا الفقراء.	We helped the poor.
أبقيناهم صامتين.	We kept them quiet.
أسكتناهم.	We kept them quiet.
نعرف حقوقنا.	We know our rights.
نحن نحب بعضنا البعض.	We love each other.
مشينا في الغابة	We ran in the park.
علينا الجلوس.	We should sit down.
نفهم ذلك.	We understand that.
ذهبنا إلى حديقة الحيوانات.	We went to the zoo.
كنا علی عجلة من أمرنا	We were in a hurry.
لم نكن اصدقاء	We weren't friends.
لم نكن مدعوين	We weren't invited.
ليس لنا علاقة.	We're not involved.
نفد السكر.	We're out of sugar.
لم يعد عندنا أي سكر.	We're out of sugar.
لم يعد لدينا سكر.	We're out of sugar.
يا لها من ريح قوية!	What a strong wind!
يا لها من زوبعة عاصفة!	What a strong wind!
ماذا تفعل؟	What are you doing?
ما الذي تفعله؟	What are you doing?
ما الذي حدث هنا؟	What happened here?
ماذا حصل هنا؟	What happened here?
ماذا يوجد هناك؟	What is over there?
ماذا يجب أن نقول؟	What should we say?
ماذا تقول؟	What're you saying?
ما الذي تقوله؟	What're you saying?
ما الذي في الملف؟	What's in the file?
ماذا يوجد في الحقيبة؟	What's in this bag?
ما المشكلة؟	What's the problem?
متى بدأت	When did you begin?
متى تستيقظ؟	When do you get up?
متى تبدأ؟	When does it begin?
متى وُلِدْت؟	When were you born?
أين كتبي؟	Where are my books?
أين الصبيان؟	Where are the boys?
إلى أين نحن ذاهبون؟	Where are we going?
من أين أنت؟	Where are you from?
من أي بلد أنت؟	Where are you from?
أين تحس بالألم؟	Where does it hurt?
أين بيتها؟	Where is her house?
أين بيته؟	Where is his house?
أين وُلِدَ توم؟	Where was Tom born?
أين سنلتقي؟	Where will we meet?
أين الأحذية؟	Where're the shoes?
إلى أين تذهب	Where're you going?
أين الحمام؟	Where's the toilet?
أين مالكَ؟	Where's your money?
أين مالكم ؟	Where's your money?
أيّها سيارة توم؟	Which car is Tom's?
أيهما كتابك؟	Which is your book?
من هؤلاء؟	Who are those guys?
من كسر المزهرية؟	Who broke the vase?
من كسر هذا القلم؟	Who broke this pen?
من ذلك الشخص؟	Who is that person?
من ذلك الشخص؟	Who is this person?
من وضع هذه الخطة؟	Who made this plan?
من يملك قطعة الأرض هذه؟	Who owns this land?
من هو التالي ؟	Who's next in line?
لم هم غاضبين؟	Why are they angry?
ما سبب غضبهم؟	Why are they angry?
ما سبب غضبهن؟	Why are they angry?
لم هنّ غاضبات؟	Why are they angry?
لماذا تبكي؟	Why are you crying?
لمَ لا يمكنك المجيء؟	Why can't you come?
لماذا لا يمكنك القدوم؟	Why can't you come?
لم سألتني؟	Why did you ask me?
لِمَ أُتْعِبُ نفسي.	Why do I even care?
لماذا كنت هناك؟	Why were you there?
أستمطر اليوم؟	Will it rain today?
هل ستمطر اليوم؟	Will it rain today?
أستساعدهم؟	Will you help them?
أنت شجاع جداً.	You are very brave.
إنك شجاع للغاية.	You are very brave.
أنتَ كسرتَ قلبي.	You broke my heart.
أنتِ كسرتِ قلبي.	You broke my heart.
لقد خالفت القوانين.	You broke the rule.
لقد خالفت القانون.	You broke the rule.
بإمكانك الإعتماد عليّ.	You can rely on me.
يمكنك أن تدرس هنا.	You can study here.
بإمكانك المذاكرة هنا.	You can study here.
أنتَ تبدو بحالة جيداً جداً.	You look very good.
أنتِ تبدين بحالة جيدة جداً.	You look very good.
تبدو شاحب الوجه.	You look very pale.
تبدو شاحباً للغاية.	You look very pale.
أنتَ لابد أن تجد عملاً.	You must find work.
إنك تعيش مرة واحدة لا غير.	You only live once.
ستشعر أنك أفضل	You'll feel better.
أنت عار.	You're not dressed.
إنك محق تماماً.	You're quite right.
ما زلت يافعاً.	You're still young.
ما زلت صغيراً.	You're still young.
حمّامك جاهز.	Your bath is ready.
إنّ إبنك بطل.	Your son is a hero.
إبنك بطل.	Your son is a hero.
قال: ثق بي.	"Trust me," he said.
الأسد حيوان.	A lion is an animal.
الشاحنة صدمت الكلب.	A truck hit the dog.
صدم الكلب شاحنة.	A truck hit the dog.
إنّ الحوادث تحدث.	Accidents do happen.
كل ما لدي هو الكتب	All I have is books.
علينا جميعا أن نذهب.	All of us should go.
أجب على أسئلتي.	Answer my questions.
أجب على السؤال.	Answer the question.
هل الشائعات صحيحة؟	Are the rumors true?
هل هذه كلابك؟	Are these your dogs?
هل تلك كلابك؟	Are those your dogs?
أعيده إلي.	Bring it back to me.
لكن لا أريد	But I don't want to.
هل أستطيع أن أُحضر أحداً معي؟	Can I bring someone?
هل بإمكاني المساعدة يا سيّدي؟	Can I help you, sir?
أيمكنك أن تقود سيارة؟	Can you drive a car?
هل بإمكانك قيادة سيارة؟	Can you drive a car?
هل تستطيع قرائه العربي؟	Can you read Arabic?
هل يمكنك أن تسبح حقاً؟	Can you really swim?
اِمضغ طعامك جيداً.	Chew your food well.
عد في الحين.	Come back right now.
ادخل إلى المنزل.	Come into the house.
دَمّر هذا المعبَد.	Destroy this temple.
هل هناك شيء لم أفهمه؟	Did I miss anything?
هل هناك ما لم أضع في الإعتبار؟	Did I miss anything?
هل فهموا؟	Did they understand?
هل فهمن؟	Did they understand?
هل تركت إكرامية؟	Did you leave a tip?
هل لعبت التنس؟	Did you play tennis?
هل تصدّقين ذلك؟	Do you believe that?
هل تشرب القهوة عادةً؟	Do you drink coffee?
هل لديك حمى؟	Do you have a fever?
هل تحب الجري؟	Do you like running?
هل تمانع إذا ذهبت؟	Do you mind if I go?
هل تتحدث الفرنسية؟	Do you speak French?
هل تسافر كثيراً؟	Do you travel a lot?
هل تريد أن تشرب؟	Do you want a drink?
هل تكتب الشعر؟	Do you write poetry?
لا تكن سخيفاً!	Don't be ridiculous.
لا تَبكي في العَلن.	Don't cry in public.
لا تخيب ظني بك!	Don't disappoint me.
لا تشك في ذلك أبدًا.	Don't ever doubt it.
لا تقاتلني.	Don't fight with me.
لا تفتح الباب.	Don't open the door.
لا تقف قربي.	Don't stand near me.
ألا تشعر بالبرد؟	Don't you feel cold?
كُل خضراواتك.	Eat your vegetables.
الجميع يحبها.	Everybody likes her.
الجميع يحبونها.	Everybody loves her.
الكل يحبها.	Everybody loves her.
كل شيء فُقِد.	Everything was lost.
لو سمحت، أضعت طريقي.‏‏	Excuse me, I'm lost.
السمك رخيص اليوم.	Fish is cheap today.
انس ما يحزنك.	Forget your sorrows.
أعِد لي قَلمي.	Give me my pen back.
ينكسر الزجاج بسهوله.	Glass breaks easily.
إذهب واغسل أسنانك.	Go brush your teeth.
إذهبي واغسلي أسنانك.	Go brush your teeth.
عد إلى المنزل في الحين.	Go home immediately.
عد إلى البيت في الحين.	Go home immediately.
تفضل بالجلوس من فضلك!	Have a seat, please.
أصبح عازف بيانو.	He became a pianist.
إنه لم يعلم بذلك .	He didn't know that.
إنه يقود بسرعة عالية.	He drives very fast.
هو ولد مشاغب.	He is a naughty boy.
إنهُ غاضب معي.	He is angry with me.
إنه في مكتبه.	He is at his office.
ليس موجوداً.	He is not available.
ليس متاحاً.	He is not available.
يعزف موسيقى.	He is playing music.
إنه وسيم.	He is very handsome.
إنه وسيم جدا.	He is very handsome.
هو موهوب جدا.	He is very talented.
يعيش بالتسول.	He lives by begging.
يعيش في المغرب.	He lives in Morocco.
يبدو مريباً.	He looks suspicious.
يبدو كأنه شخص مثير للشك.	He looks suspicious.
لا بد أنه مشتاق إلى بيته.	He must be homesick.
هو بحاجة لذلك المال.	He needs that money.
إنهُ عاملني بسوء.	He treated me badly.
كان صبوراً جداً.	He was very patient.
ذهب إلى الدكان.	He went to the shop.
ذهب إلى المحل التجاري.	He went to the shop.
ذهب إلى المتجر.	He went to the shop.
لقد صعد جبل فوجي.	He went up Mt. Fuji.
إنه يعمل في المختبر.	He works in the lab.
كتب رسالة واحدة.	He wrote one letter.
كتب التقرير.	He wrote the report.
صرخ ألماً.	He yelled with pain.
هو في حالةٍ سيئة.	He's in a bad state.
